CSD;Info;Metal;Formula;ID;RMSD
TestFiles\ATIWIK;Mix;Re1;a3b(AB);a3bcd-OC-6-S-1;0.048125;Re2;a3b(AB);a3bcd-OC-6-R-1;0.0710179;Re3;a3b(AB);a3bcd-OC-6-S-1;0.064814;Re4;a3b(AB);a3bcd-OC-6-S-1;0.0487148;
