CSD;Info;Metal;Formula;ID;RMSD
G:\!CSD-database\JEKKAL;Dimetal;Cu1;a2(A2B);a2b2c-SPY-5-G-2;0.0741497;Cu2;a2(A2B);a2b2c-TBPY-5-G-4;0.0908014;
